Category,Name,Price,Stars,Subcategory,Best Seller
Lips,Lip Rules Liner & Gloss Pen-Judgey Much 2-In-1 Moisturizing Liquid Lipstick Dewy High Pigment Lipliner Lip Combo Hydrating Reduce Lip Fine Lines Lip Makeup Easter Mother'S Day Graduation Birthday Holiday Winter Y2K Fancy Fashion Makeup Cosmetic Party Beach Travel Camping Outdoors School Campus Trip Festivals Decor Gift Present Rose Girl Cosplay Best Color Charm Vibe,$5.49,0.0,Lipstick,0
Lips,Hi-Beam Mini Lipstick Set-Stella Set,$4.94,5.0,Lipstick,1
Lips,Care Bears X SHEGLAM Share A Smile Lip Set,$12.99,0.0,Lipstick,0
Lips,Marilyn Monroe X SHEGLAM Vintage Lip Duo-So Are Regrets,$7.19,5.0,Lip Liner,0
Lips,Frida Kahlo X SHEGLAM Flora Lip Tint-Surreal,$5.49,4.9,Lip Tint,0
Lips,Live To Roam Epic Adventure Liquid Lipstick-All Aboard,$4.49,4.8,Lipstick,0
Lips,Sunday Picnic Layer Cake Lip Oil Set,$11.99,4.7,Lip Gloss,1
Tools & Others,Insta-Ready Powder Puff,$2.79,5.0,Puff,1
Tools & Others,Color Bloom Liquid Blush Brush,$3.49,4.8,Brush,1
Tools & Others,Ultimate Universal Beauty Sponge,$1.79,5.0,Sponge,1
Tools & Others,Made For Me Eyelash Curler,$2.49,5.0,Eyelash Tool,1
Tools & Others,Insta-Ready Powder Puff,$2.79,4.9,Puff,1
Tools & Others,Glam 101 Face Essentials Brush Set With Bag,$7.99,4.7,Brush Set,1
Tools & Others,Pro Core Brush Kit,$9.99,5.0,Brush,1
Tools & Others,Skinfinite Foundation Brush,$3.99,4.8,Brush,1
Tools & Others,Skin Magnet Foundation Brush,$4.49,4.3,Brush,1
Tools & Others,Quick Refresh Brush Spray Cleaner 32ml,$3.99,4.8,Brush,1
Tools & Others,6-Sponge Party Pack,$5.49,4.9,Sponge,1
Tools & Others,Adventure Time | SHEGLAM Be MOre Makeup Bag,$6.99,4.3,Makeup Bag,1
Tools & Others,Fresh Sesh Brush & Sponge Shampoo-Pink,$4.49,4.8,Brush,1
Tools & Others,Magic Finger Mini Sponge,$2.29,5.0,Sponge,1
Tools & Others,Foundation Brush,$3.99,4.3,Brush,1
Tools & Others,Interstellar Beauty Sponge,$1.79,5.0,Sponge,1
Tools & Others,Mattifying Face Blotting Papers,$3.49,4.6,Facial Cleaning Tools,1
Tools & Others,Glam Fam Brush Set,$8.99,4.7,Brush Set,1
Tools & Others,Harry Potter™ X SHEGLAM Sweet Shop Makeup Bag,$5.99,4.5,Makeup Bag,1
Tools & Others,Adventure Time | SHEGLAM Lemongrab Sponge,$1.99,0.0,Sponge,1
Tools & Others,All The Lashes 8 Pairs False Eyelash Set,$4.99,5.0,Eyelash Tool,0
Tools & Others,Rick and Morty X SHEGLAM Mr. Meeseeks Beauty Sponge,$2.29,5.0,Sponge,0
Tools & Others,Insta-Ready Powder Sponge,$3.99,4.8,Sponge,0
Tools & Others,Hello Kitty｜SHEGLAM Cupid Cutie Powder Puff,$4.49,0.0,Puff,0
Tools & Others,Girl Next Door Natural False Eyelashes-Blaire,$2.99,5.0,Eyelash Tool,0
Tools & Others,Glow & Go Makeup Bag,$14.39,4.0,Makeup Bag,0
Tools & Others,Multi-Faceted Makeup Sponge-Green,$1.99,5.0,Sponge,0
Tools & Others,Late Night Lover Full Volume False Eyelashes-Sydney,$2.99,5.0,Eyelash Tool,0
Tools & Others,Rick and Morty X SHEGLAM Hand Mirror,$5.51,5.0,Mirror,0
Tools & Others,Magnetizing Eyes Full & Fabulous Lash + Liner Set,$6.74,4.2,Eyelashes and Adhesives Kits,0
Tools & Others,Magnetizing Eyes Full & Fabulous Lash + Liner Set,$6.36,0.0,Eyelashes and Adhesives Kits,0
Tools & Others,Multi-Faceted Makeup Sponge-Forest,$3.14,4.8,Sponge,0
Tools & Others,So Long Fallout Mermaid Eyeshadow Shield-Mermaid,$4.04,5.0,Brows & Lash Tools,0
Tools & Others,Magnetizing Eyes Sexy & Segmented Lash + Liner Set,$7.49,0.0,Eyelashes and Adhesives Kits,0
Hair Tools,It-Curl One-Touch Instant Curler - 32mm [US A Type Plug(110-127V)],$49.99,5.0,Curling Tongs & Curling Wands,0
Hair Tools,SLeek Chic 3D Thermal Straightening Brush-US Plug,$45.99,0.0,Hot-Air Brushes & Straight Hair Combs,0
Hair Tools,It-Curl One-Touch Instant Curler - 25mm [EU C Type Plug(220-240V)],$49.99,4.8,Curling Tongs & Curling Wands,0
Hair Tools,It-Curl Thermal Blowout Brush - 38mm [US A Type Plug(110-127V)],$49.99,4.5,Hot-Air Brushes & Straight Hair Combs,0
Hair Tools,It-Curl Curling Iron - 32mm [US A Type Plug(110-127V)],$24.99,5.0,Curling Tongs & Curling Wands,0
Hair Tools,It-Curl Thermal Blowout Brush - 32mm [US A Type Plug(110-127V)],$49.99,5.0,Hot-Air Brushes & Straight Hair Combs,0
Hair Tools,It-Curl Thermal Blowout Brush - 38mm [EU C Type Plug(220-240V)],$49.99,5.0,Hot-Air Brushes & Straight Hair Combs,0
Hair Tools,It-Curl Curling Iron - 25mm [US A Type Plug(110-127V)],$24.99,5.0,Curling Tongs & Curling Wands,0
Hair Tools,It-Curl Curling Iron - 32mm [UK Plug(220-240V)],$24.99,5.0,Curling Tongs & Curling Wands,0
Hair Tools,It-Curl Thermal Blowout Brush - 38mm [UK Plug(220-240V)],$49.99,5.0,Hot-Air Brushes & Straight Hair Combs,0
Hair Tools,It-Curl Curling Iron - 25mm [UK Plug(220-240V)],$24.99,5.0,Curling Tongs & Curling Wands,0
Hair Tools,It-Curl Curling Iron - 32mm [EU C Type Plug(220-240V)],$24.99,5.0,Curling Tongs & Curling Wands,0
Hair Tools,Travel Buddy Mini Hair Straightener [UK Plug(220-240V)],$19.99,5.0,Hair Straightener Iron,0
Hair Tools,It-Curl Curling Iron - 9mm [UK Plug(220-240V)],$24.99,5.0,Curling Tongs & Curling Wands,0
Hair Tools,It-Curl Thermal Blowout Brush - 32mm [EU C Type Plug(220-240V)],$49.99,5.0,Hot-Air Brushes & Straight Hair Combs,0
Hair Tools,It-Curl Thermal Blowout Brush - 32mm [UK Plug(220-240V)],$49.99,5.0,Hot-Air Brushes & Straight Hair Combs,0
Hair Tools,It-Curl Curling Iron - 25mm [EU C Type Plug(220-240V)],$24.99,5.0,Curling Tongs & Curling Wands,0
Hair Care,Hot Streak Thermal Defense Glow Oil Elixir - 100ml,$10.99,5.0,Hair Treatment,1
Hair Care,Hot Streak Leave-In Protection Serum - 50ml,$7.99,4.8,Hair Treatment,0
Hair Care,24K Glow High Shine Styling Serum- 10ml,$4.99,0.0,Hair Treatment,0
Hair Care,Red Onion Hair And Scalp Oil -15ml,$4.99,0.0,Hair Treatment,1
Hair Care,Harley Quinn X SHEGLAM To Dye For Temporary Hair Dye Powder-Chaos Blue,$4.49,0.0,Hair Coloring,0
